ticket_id,account_id,customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,submitted_at,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,customer_message,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,resolved_at,escalated_prior_to_resolution,resolution_hours,final_priority,sla_breached
TCK-202509065,ACC-86103,Enterprise,Greater Manchester,email,Workflow Automation,how_to,High,2025-12-14 19:35:00,Sunday,19,14.0,52685.45,2,0.995,The user cannot complete a workflow in Workflow Automation. Error appears during how to.,88,0,0,47.0,Noah,1,1.7863865477082155,994.622761343382,0,2025-12-16 04:48:09,1,33.22,High,1
TCK-202509066,ACC-33968,SMB,Greater Manchester,email,Data Export,billing_query,High,2025-11-02 10:05:00,Sunday,10,69.0,8040.69,6,-0.038,Ticket raised through support queue for data export; customer notes billing query and asks for next steps.,106,0,0,48.0,Mia,1,3.0711743632837503,699.6398707273938,1,2025-11-03 12:29:59,1,26.42,Critical,1
TCK-202509067,ACC-41307,Enterprise,East Midlands,email,Data Export,data_quality,Critical,2025-12-06 09:08:00,Saturday,9,45.0,75484.8,0,0.151,Client asks for urgent support regarding data quality; impact: the renewal review is due.,89,0,0,37.0,Grace,28,27.54196958044039,96.85564394773665,1,2025-12-08 00:57:24,1,39.82,Critical,1
TCK-202509068,ACC-57952,Enterprise,Yorkshire,phone,Reporting,integration_failure,Critical,2025-11-29 01:05:00,Saturday,1,22.0,130178.86,0,0.495,Ticket raised through support queue for Reporting; customer notes integration failure and asks for next steps. urgent.,118,1,0,34.0,Leo,19,37.516961237126644,375.600590346918,0,2025-11-30 17:56:00,1,40.85,Critical,1
TCK-202509069,ACC-72149,Mid-Market,Yorkshire,email,Data Export,service_outage,High,2025-09-21 12:44:00,Sunday,12,46.0,2417.71,1,-0.627,Ticket raised through support queue for Data Export; customer notes service outage and asks for next steps. deadline.,117,1,0,19.0,Isla,18,6.922702963598687,426.3293424197195,0,2025-09-22 18:52:09,1,30.14,High,1
TCK-202509070,ACC-21547,Mid-Market,Northern Ireland,email,Mobile App,performance,High,2026-02-23 23:12:00,Monday,23,7.0,12359.68,0,-0.698,Customer reports performance in Mobile App. They need help because an integration partner is blocked.,101,0,0,11.0,Oliver,13,18.654695494451143,214.64476052847908,0,2026-02-24 15:03:49,1,15.86,High,0
TCK-202509071,ACC-54471,SMB,Greater Manchester,web,Mobile App,billing_query,Medium,2025-10-09 11:57:00,Thursday,11,22.0,7691.38,1,-0.075,Ticket raised through support queue for Mobile App; customer notes billing query and asks for next steps.,105,0,0,58.0,George,21,3.503044880327971,814.7091541001595,0,2025-10-10 12:25:28,0,24.47,Medium,0
TCK-202509072,ACC-18005,Enterprise,Northern Ireland,chat,Account Access,service_outage,Critical,2026-02-27 02:42:00,Friday,2,49.0,47702.03,0,-0.777,The user cannot complete a workflow in Account Access. Error appears during service outage. critical.,101,1,0,18.0,Mia,1,1.7210808002690687,469.0266024495119,0,2026-02-28 13:29:51,1,34.8,Critical,1
TCK-202509073,ACC-51343,Enterprise,South West,web,Security,integration_failure,Critical,2025-09-22 16:33:00,Monday,16,21.0,285334.94,3,-0.608,The user cannot complete a workflow in Security. Error appears during integration failure. ASAP.,96,1,0,40.0,Sophie,1,30.52350237561082,1055.616776610088,0,2025-09-23 20:55:42,1,28.38,Critical,1
TCK-202509074,ACC-92197,Enterprise,Wales,web,Workflow Automation,integration_failure,Critical,2025-09-30 06:34:00,Tuesday,6,18.0,29519.64,0,-1.0,Ticket raised through support queue for Workflow Automation; customer notes integration failure and asks for next steps. escalate.,130,1,0,22.0,Muhammad,21,6.810949901200352,5.39955976288981,0,2025-10-01 10:10:05,1,27.6,Critical,1
TCK-202509075,ACC-57887,Mid-Market,West Midlands,email,Api Integration,service_outage,Low,2026-01-04 17:59:00,Sunday,17,31.0,10835.68,3,0.23,Customer reports service outage in API Integration. They need help because monthly reporting is delayed. ASAP.,110,1,0,41.0,Harry,29,15.378330092788111,507.7758660655668,0,2026-01-05 16:20:12,0,22.35,Low,0
TCK-202509076,ACC-36127,SMB,East Midlands,chat,Billing,bug,High,2025-12-15 20:36:00,Monday,20,42.0,12486.89,1,0.099,Client asks for urgent support regarding bug; impact: an integration partner is blocked. deadline.,98,1,0,19.0,Mia,36,1.4098941753589644,23.98189941741219,0,2025-12-16 06:02:46,0,9.45,High,0
TCK-202509077,ACC-72966,SMB,Greater Manchester,partner portal,Workflow Automation,how_to,Critical,2026-01-18 04:35:00,Sunday,4,4.0,62699.5,4,0.057,The user cannot complete a workflow in Workflow Automation. Error appears during how to.,88,0,0,32.0,Harry,28,8.874255706598603,287.02052168200277,0,2026-01-18 16:42:10,1,12.12,Critical,1
TCK-202509078,ACC-56322,SMB,Wales,web,Reporting,performance,Critical,2026-02-11 03:18:00,Wednesday,3,12.0,17152.06,3,-0.511,Ticket raised through support queue for Reporting; customer notes performance and asks for next steps.,102,0,0,17.0,Oliver,2,50.9150240350814,344.6120582501478,0,2026-02-12 16:03:18,1,36.76,Critical,1
TCK-202509079,ACC-85076,SMB,East Midlands,phone,Payments,service_outage,High,2025-10-03 05:18:00,Friday,5,0.0,15153.42,2,0.111,Ticket raised through support queue for Payments; customer notes service outage and asks for next steps. urgent.,112,1,0,1.0,George,1,29.516651152455143,450.5586546837498,0,2025-10-04 16:20:51,1,35.05,High,1
TCK-202509080,ACC-23723,Mid-Market,East Midlands,web,Reporting,refund_request,Critical,2025-12-22 20:15:00,Monday,20,7.0,15267.86,1,-0.613,Customer reports refund request in reporting. They need help because monthly reporting is delayed.,98,0,0,9.0,Sophie,17,14.914638846018539,2.174722387809876,0,2025-12-23 18:04:36,1,21.83,Critical,1
TCK-202509081,ACC-15033,Enterprise,Wales,email,Security,performance,Critical,2025-11-06 05:36:00,Thursday,5,49.0,135407.74,1,-0.566,The user cannot complete a workflow in security. Error appears during performance.,82,0,0,41.0,Mia,1,8.111542307994732,410.70668624220525,0,2025-11-07 06:41:05,1,25.08,Critical,1
TCK-202509082,ACC-26812,Enterprise,Greater Manchester,partner portal,Mobile App,access_request,High,2025-09-17 20:46:00,Wednesday,20,40.0,17226.76,3,-0.598,The user cannot complete a workflow in Mobile App. Error appears during access request.,87,0,0,31.0,Noah,26,18.667955388190617,93.67812413499304,0,2025-09-19 02:52:45,1,30.11,Critical,1
TCK-202509083,ACC-66444,SMB,South East,email,Payments,bug,Medium,2025-11-27 16:33:00,Thursday,16,28.0,2569.75,3,0.416,Customer reports bug in Payments. They need help because the customer is threatening cancellation.,98,0,0,24.0,Amelia,12,6.389629829787561,326.9690468513736,0,2025-11-28 21:45:13,0,29.2,Medium,0
TCK-202509084,ACC-79175,SMB,Scotland,web,Api Integration,bug,High,2025-11-17 14:56:00,Monday,14,55.0,4204.48,2,-0.134,Ticket raised through support queue for API Integration; customer notes bug and asks for next steps.,100,0,0,53.0,Oliver,49,44.315087752950056,705.5267691896524,0,2025-11-19 04:37:39,1,37.69,Critical,1
TCK-202509085,ACC-28722,Enterprise,Northern Ireland,chat,Billing,how_to,Critical,2025-12-18 08:32:00,Thursday,8,32.0,70894.18,0,0.445,Customer reports how to in Billing. They need help because a compliance deadline is near. escalate.,99,1,0,18.0,Oliver,38,27.42343136841411,693.8705822538639,0,2025-12-19 13:28:38,1,28.94,Critical,1
TCK-202509086,ACC-50095,Mid-Market,East Midlands,email,Account Access,access_request,High,2025-12-23 10:03:00,Tuesday,10,29.0,19508.69,1,-0.003,Account team escalated a customer case connected to Account Access. Main issue: access request.,95,0,0,79.0,Amelia,15,9.595475049564184,705.5518243947225,0,2025-12-24 12:44:10,1,26.69,High,1
TCK-202509087,ACC-33522,SMB,East Midlands,email,Reporting,bug,High,2025-10-23 14:08:00,Thursday,14,5.0,14300.22,1,-0.258,The user cannot complete a workflow in reporting. Error appears during bug.,75,0,0,49.0,Isla,18,2.740337166053584,732.8387720174225,0,2025-10-24 13:51:13,1,23.72,High,0
TCK-202509088,ACC-80410,Enterprise,Scotland,web,Account Access,data_quality,Critical,2026-01-24 07:50:00,Saturday,7,53.0,36701.51,0,-0.192,The user cannot complete a workflow in account access. Error appears during data quality.,89,0,0,14.0,Grace,10,18.820039434714126,454.0466922917062,0,2026-01-25 13:54:39,1,30.08,Critical,1
TCK-202509089,ACC-86745,SMB,South East,chat,Data Export,data_quality,Medium,2025-12-06 06:09:00,Saturday,6,43.0,8943.41,1,-0.065,Customer reports data quality in Data Export. They need help because the renewal review is due.,95,0,0,12.0,George,18,12.638597072141781,226.5620681525589,0,2025-12-07 00:40:21,0,18.52,Medium,0
TCK-202509090,ACC-31026,Enterprise,West Midlands,chat,Mobile App,performance,Critical,2025-10-01 23:05:00,Wednesday,23,20.0,425502.06,0,0.535,Customer reports performance in Mobile App. They need help because a compliance deadline is near.,97,0,0,23.0,Isla,35,27.086925747907056,326.7488329274577,0,2025-10-02 20:47:09,1,21.7,Critical,1
TCK-202509091,ACC-94020,Enterprise,Yorkshire,phone,Mobile App,data_quality,Critical,2026-02-08 00:50:00,Sunday,0,50.0,63221.28,0,0.909,Account team escalated a customer case connected to Mobile App. Main issue: data quality.,89,0,0,28.0,Mia,11,18.206390509638943,278.73211674871266,0,2026-02-09 05:16:39,1,28.44,Critical,1
TCK-202509092,ACC-21052,Enterprise,South West,email,Account Access,service_outage,Critical,2025-10-07 21:50:00,Tuesday,21,39.0,134468.5,2,-0.463,The user cannot complete a workflow in Account Access. Error appears during service outage. immediately.,104,1,0,43.0,Muhammad,23,1.005805043775134,694.0135251112047,0,2025-10-09 00:42:09,1,26.87,Critical,1
TCK-202509093,ACC-98162,Enterprise,London,chat,Reporting,refund_request,Critical,2025-11-27 17:26:00,Thursday,17,57.0,125278.54,4,-0.458,Client asks for urgent support regarding refund request; impact: monthly reporting is delayed.,94,0,0,27.0,George,4,4.731870555838773,748.0070959965468,0,2025-11-28 20:16:27,1,26.84,Critical,1
TCK-202509094,ACC-44133,Mid-Market,Northern Ireland,web,Data Export,integration_failure,Critical,2026-01-08 04:32:00,Thursday,4,58.0,3377.91,4,-0.845,Client asks for urgent support regarding integration failure; impact: the customer is threatening cancellation. critical.,121,1,0,16.0,Oliver,38,24.460907612215717,3.328092892836396,0,2026-01-09 03:38:18,1,23.11,Critical,1
TCK-202509095,ACC-96703,SMB,East Midlands,web,Payments,how_to,Medium,2025-10-24 22:44:00,Friday,22,26.0,27265.71,0,0.76,Ticket raised through support queue for Payments; customer notes how to and asks for next steps.,96,0,0,47.0,Isla,42,4.391687930953194,1530.1967920293314,0,2025-10-25 11:39:16,0,12.92,Medium,0
TCK-202509096,ACC-58194,Mid-Market,East Midlands,web,Reporting,access_request,High,2025-09-12 10:59:00,Friday,10,2.0,5711.6,0,-0.015,Customer reports access request in Reporting. They need help because monthly reporting is delayed.,98,0,0,53.0,Oliver,19,16.302187251196465,989.1003818237324,0,2025-09-13 09:00:58,0,22.03,High,0
TCK-202509097,ACC-13656,Enterprise,Yorkshire,partner portal,Api Integration,integration_failure,Critical,2026-01-18 11:36:00,Sunday,11,21.0,57236.58,1,-1.0,Customer reports integration failure in API Integration. They need help because the customer is threatening cancellation. ASAP.,127,1,0,43.0,Noah,1,14.607685894312374,633.6137288170595,0,2026-01-19 22:13:04,1,34.62,Critical,1
TCK-202509098,ACC-51435,SMB,Northern Ireland,phone,Security,billing_query,High,2025-10-29 05:05:00,Wednesday,5,58.0,12366.45,3,-0.358,Client asks for urgent support regarding billing query; impact: the customer is threatening cancellation. Customer mentions chargeback.,135,0,1,27.0,Noah,21,30.84603885065362,198.92964886851075,0,2025-10-29 23:22:09,0,18.29,High,0
TCK-202509099,ACC-53910,Enterprise,Scotland,email,Billing,bug,Critical,2026-02-26 15:17:00,Thursday,15,22.0,159477.15,0,0.167,Account team escalated a customer case connected to Billing. Main issue: bug.,77,0,0,14.0,Muhammad,12,2.2466502119610667,247.28252400515498,0,2026-02-27 13:04:36,1,21.79,Critical,1
TCK-202509100,ACC-39908,Enterprise,East Midlands,web,Payments,data_quality,Critical,2025-12-29 03:52:00,Monday,3,46.0,70489.25,1,-0.227,Customer reports data quality in Payments. They need help because an integration partner is blocked.,100,0,0,26.0,Harry,23,4.766452825552784,224.45918089101724,1,2025-12-30 07:25:00,1,27.55,Critical,1
TCK-202509101,ACC-32283,SMB,East Midlands,email,Data Export,billing_query,High,2025-09-17 06:19:00,Wednesday,6,8.0,8600.24,3,0.021,Client asks for urgent support regarding billing query; impact: an integration partner is blocked.,98,0,0,53.0,Leo,4,8.769232911542638,854.9981071060047,0,2025-09-18 01:01:21,1,18.71,High,0
TCK-202509102,ACC-18325,SMB,London,email,Workflow Automation,how_to,Critical,2025-09-13 22:07:00,Saturday,22,51.0,2217.82,9,0.786,Account team escalated a customer case connected to Workflow Automation. Main issue: how to.,92,0,0,15.0,Isla,16,264.64082384274377,850.6142266940117,0,2025-09-17 22:35:06,1,96.47,Critical,1
TCK-202509103,ACC-12856,Enterprise,Scotland,chat,Security,bug,Critical,2026-01-09 09:47:00,Friday,9,49.0,83935.49,2,0.458,The user cannot complete a workflow in Security. Error appears during bug.,74,0,0,57.0,Muhammad,25,21.06410544630788,578.7934932617584,0,2026-01-10 08:07:29,1,22.34,Critical,1
TCK-202509104,ACC-94698,Mid-Market,Wales,email,Account Access,performance,High,2025-12-25 07:03:00,Thursday,7,30.0,13175.42,2,-0.63,Client asks for urgent support regarding performance; impact: the renewal review is due.,88,0,0,32.0,George,26,4.779893950765421,142.78003039979876,0,2025-12-26 12:17:11,1,29.24,High,1
TCK-202509105,ACC-21136,Mid-Market,Scotland,web,Workflow Automation,access_request,Medium,2025-09-30 21:25:00,Tuesday,21,52.0,3021.44,4,0.764,Account team escalated a customer case connected to Workflow Automation. Main issue: access request. urgent.,108,1,0,17.0,Isla,40,3.728502673498481,310.9686171455327,0,2025-10-01 11:01:12,0,13.6,Medium,0
TCK-202509106,ACC-11407,SMB,Greater Manchester,chat,Workflow Automation,data_quality,High,2026-01-15 17:13:00,Thursday,17,7.0,17036.83,1,-0.113,Customer reports data quality in Workflow Automation. They need help because a senior stakeholder is waiting.,109,0,0,47.0,Ava,17,2.9955035239739267,257.0870233054349,1,2026-01-17 00:16:36,1,31.06,High,1
TCK-202509107,ACC-63456,Mid-Market,Scotland,phone,Billing,bug,High,2026-02-16 13:33:00,Monday,13,20.0,13287.78,2,0.091,Customer reports bug in Billing. They need help because the customer is threatening cancellation.,97,0,0,63.0,Grace,37,5.6518245789935575,527.3187652895161,0,2026-02-17 14:34:41,1,25.03,High,1
TCK-202509108,ACC-77947,SMB,West Midlands,email,Reporting,billing_query,Medium,2025-10-30 21:21:00,Thursday,21,34.0,9378.13,0,-0.183,Client asks for urgent support regarding billing query; impact: an integration partner is blocked. Customer mentions refund.,124,0,1,18.0,Isla,28,11.0867377267662,164.9807275554149,0,2025-10-31 23:00:38,0,25.66,Medium,0
TCK-202509109,ACC-77634,Mid-Market,London,partner portal,Mobile App,billing_query,Critical,2026-01-20 00:21:00,Tuesday,0,45.0,70615.21,8,0.11,Ticket raised through support queue for Mobile App; customer notes billing query and asks for next steps.,105,0,0,39.0,Muhammad,37,114.2437398542408,355.7167123026153,0,2026-01-21 12:56:53,1,36.6,Critical,1
TCK-202509110,ACC-74995,Mid-Market,South West,email,Api Integration,refund_request,High,2025-10-07 15:37:00,Tuesday,15,4.0,16143.02,0,0.408,Client asks for urgent support regarding refund request; impact: several end users are affected.,96,0,0,30.0,Mia,5,21.493183971615146,541.6399731101271,0,2025-10-08 17:15:25,1,25.64,Critical,1
TCK-202509111,ACC-36859,Mid-Market,London,email,Account Access,billing_query,Medium,2026-01-14 21:45:00,Wednesday,21,22.0,10454.85,3,-0.176,Customer reports billing query in Account Access. They need help because monthly reporting is delayed.,102,0,0,17.0,Noah,34,10.798186334252279,79.5103900098575,0,2026-01-15 21:27:00,0,23.7,Medium,0
TCK-202509112,ACC-18600,Mid-Market,London,web,Workflow Automation,service_outage,Critical,2025-12-03 12:48:00,Wednesday,12,15.0,9042.76,0,0.098,Customer reports service outage in workflow automation. They need help because the issue affects only one user. critical.,121,1,0,39.0,Ava,48,27.969477192522696,234.6572384495455,0,2025-12-04 08:58:35,1,20.18,Critical,1
TCK-202509113,ACC-55376,Mid-Market,West Midlands,email,Billing,access_request,Critical,2025-09-30 21:48:00,Tuesday,21,33.0,4867.32,0,-0.087,Customer reports access request in Billing. They need help because the renewal review is due.,93,0,0,24.0,Leo,22,14.049442909749832,614.9586819203087,0,2025-10-01 10:27:03,0,12.65,Medium,0
TCK-202509114,ACC-85613,Mid-Market,Yorkshire,web,Account Access,access_request,Critical,2026-01-07 02:04:00,Wednesday,2,27.0,11018.27,0,-0.855,Ticket raised through support queue for Account Access; customer notes access request and asks for next steps.,110,0,0,52.0,Leo,8,78.49194718930829,453.29809761746725,0,2026-01-08 21:14:35,1,43.18,Critical,1
TCK-202509115,ACC-69349,SMB,West Midlands,web,Reporting,bug,Critical,2025-09-12 02:25:00,Friday,2,12.0,11900.01,0,-1.0,Customer reports bug in Reporting. They need help because monthly reporting is delayed. escalate.,97,1,0,28.0,Oliver,38,7.236456927344021,187.45561957525396,0,2025-09-13 00:37:51,1,22.21,Critical,1
TCK-202509116,ACC-32067,SMB,Scotland,chat,Mobile App,billing_query,Medium,2025-12-06 00:15:00,Saturday,0,9.0,10212.57,2,0.978,Client asks for urgent support regarding billing query; impact: a compliance deadline is near. escalate.,104,1,0,32.0,George,25,5.693266539322305,393.80046224977707,0,2025-12-06 22:25:56,0,22.18,Medium,0
TCK-202509117,ACC-38211,SMB,London,web,Mobile App,integration_failure,Critical,2025-09-16 12:03:00,Tuesday,12,38.0,10497.25,1,-0.11,Ticket raised through support queue for Mobile App; customer notes integration failure and asks for next steps. critical.,121,1,0,46.0,Grace,1,0.22975300791950737,660.8703339515178,0,2025-09-17 21:12:20,1,33.16,Critical,1
TCK-202509118,ACC-30517,Mid-Market,Greater Manchester,phone,Billing,bug,Critical,2026-02-22 18:42:00,Sunday,18,41.0,19634.09,7,-0.043,The user cannot complete a workflow in Billing. Error appears during bug. critical.,83,1,0,36.0,Leo,20,14.7327688659062,847.7507810196012,0,2026-02-24 02:52:39,1,32.18,Critical,1
TCK-202509119,ACC-37498,Public Sector,South West,email,Workflow Automation,data_quality,Critical,2025-11-08 21:16:00,Saturday,21,64.0,113434.13,7,-0.138,Account team escalated a customer case connected to Workflow Automation. Main issue: data quality.,98,0,0,37.0,Noah,3,0.16004365375844673,987.1529807911534,0,2025-11-10 09:07:55,1,35.87,Critical,1
TCK-202509120,ACC-29333,Mid-Market,South West,web,Reporting,performance,High,2026-02-10 18:46:00,Tuesday,18,46.0,11372.22,0,0.308,Client asks for urgent support regarding performance; impact: the customer is threatening cancellation.,103,0,0,38.0,Grace,36,26.175566882129846,22.570708062012343,0,2026-02-11 14:04:29,0,19.31,High,0
TCK-202509121,ACC-79941,SMB,London,phone,Billing,access_request,High,2026-02-13 07:19:00,Friday,7,14.0,20874.24,2,-0.009,Customer reports access request in Billing. They need help because an integration partner is blocked.,101,0,0,31.0,Isla,10,19.038268654492054,432.6966449475069,0,2026-02-14 17:33:53,1,34.25,High,1
TCK-202509122,ACC-54631,SMB,London,web,Mobile App,how_to,Medium,2026-02-17 07:12:00,Tuesday,7,54.0,13397.49,1,-0.075,Ticket raised through support queue for Mobile App; customer notes how to and asks for next steps.,98,0,0,28.0,George,3,4.573782806463021,43.56821510272667,0,2026-02-18 07:51:03,0,24.65,Medium,0
TCK-202509123,ACC-20100,SMB,Yorkshire,chat,Api Integration,service_outage,Critical,2025-10-21 17:28:00,Tuesday,17,33.0,8193.37,2,0.056,Ticket raised through support queue for API Integration; customer notes service outage and asks for next steps. escalate.,121,1,0,41.0,Amelia,28,3.655251132535358,1245.9178483194842,0,2025-10-22 21:26:42,1,27.98,Critical,1
TCK-202509124,ACC-33345,Mid-Market,South East,phone,Api Integration,bug,Critical,2025-09-03 02:07:00,Wednesday,2,50.0,5572.62,1,0.469,Customer reports bug in API Integration. They need help because monthly reporting is delayed.,93,0,0,30.0,Sophie,32,3.361569300235412,150.5816103694461,1,2025-09-03 19:17:34,1,17.18,Critical,1
TCK-202509125,ACC-56694,SMB,Greater Manchester,phone,Api Integration,performance,Medium,2025-12-12 07:20:00,Friday,7,40.0,5075.25,1,-0.255,Customer reports performance in API Integration. They need help because monthly reporting is delayed.,101,0,0,0.0,Grace,30,6.575826679491113,4.90801147812232,0,2025-12-12 23:52:49,0,16.55,Medium,0
TCK-202509126,ACC-49626,Enterprise,Greater Manchester,email,Payments,access_request,Critical,2025-12-15 12:45:00,Monday,12,0.0,33435.11,6,0.524,Customer reports access request in Payments. They need help because a compliance deadline is near.,98,0,0,11.0,Harry,21,49.02975484629659,117.33449993382878,0,2025-12-15 22:49:41,1,10.08,Critical,1
TCK-202509127,ACC-67301,SMB,Scotland,email,Account Access,access_request,High,2025-09-13 15:24:00,Saturday,15,46.0,15720.9,2,0.692,Client asks for urgent support regarding access request; impact: a compliance deadline is near.,95,0,0,51.0,Mia,17,20.377736552466867,289.52963283713063,0,2025-09-14 14:25:11,1,23.02,High,0
TCK-202509128,ACC-60730,SMB,Northern Ireland,web,Security,how_to,Medium,2025-12-16 20:13:00,Tuesday,20,35.0,10544.11,3,0.238,Customer reports how to in Security. They need help because monthly reporting is delayed.,89,0,0,25.0,Leo,12,11.691522162652571,459.0718922706126,0,2025-12-17 22:48:51,0,26.6,Medium,0
TCK-202509129,ACC-14468,SMB,South East,email,Mobile App,how_to,High,2025-09-28 12:52:00,Sunday,12,16.0,28710.07,2,-0.044,Customer reports how to in Mobile App. They need help because the customer is threatening cancellation.,103,0,0,14.0,Ava,18,32.163322051864874,89.58313083629577,0,2025-09-29 09:47:56,1,20.93,High,0
TCK-202509130,ACC-24409,Public Sector,West Midlands,chat,Workflow Automation,billing_query,Critical,2026-02-21 19:33:00,Saturday,19,8.0,34925.54,7,-0.619,Ticket raised through support queue for Workflow Automation; customer notes billing query and asks for next steps.,114,0,0,36.0,Isla,11,3.8573520013005984,848.6566445257392,0,2026-02-22 14:14:49,1,18.7,Critical,1
TCK-202509131,ACC-64472,Mid-Market,South East,web,Account Access,bug,Critical,2026-01-18 16:35:00,Sunday,16,39.0,10526.89,0,0.408,The user cannot complete a workflow in Account Access. Error appears during bug.,80,0,0,46.0,Mia,42,86.4690339828578,450.5410807585063,0,2026-01-20 02:05:56,1,33.52,Critical,1
TCK-202509132,ACC-32609,Mid-Market,Greater Manchester,web,Mobile App,refund_request,High,2026-01-29 17:33:00,Thursday,17,69.0,7033.36,1,-0.35,The user cannot complete a workflow in Mobile App. Error appears during refund request.,87,0,0,44.0,Isla,1,26.330251097026796,349.4300340463489,0,2026-01-31 03:07:00,1,33.57,Critical,1
TCK-202509133,ACC-48151,Mid-Market,Yorkshire,chat,Billing,access_request,Medium,2025-09-29 01:19:00,Monday,1,0.0,6606.48,0,0.331,Ticket raised through support queue for Billing; customer notes access request and asks for next steps.,103,0,0,54.0,Sophie,1,13.20954230232817,817.3141481375058,0,2025-09-30 10:20:11,0,33.02,Medium,0
TCK-202509134,ACC-68979,Public Sector,Wales,chat,Mobile App,access_request,Critical,2026-02-20 22:03:00,Friday,22,9.0,63479.85,16,0.298,Ticket raised through support queue for Mobile App; customer notes access request and asks for next steps.,106,0,0,79.0,Muhammad,21,12.401971338000754,1740.748532294299,0,2026-02-23 03:21:29,1,53.31,Critical,1
TCK-202509135,ACC-95386,SMB,Wales,web,Reporting,billing_query,High,2025-12-17 23:14:00,Wednesday,23,4.0,2418.84,0,-0.298,Account team escalated a customer case connected to Reporting. Main issue: billing query. critical.,99,1,0,0.0,Mia,16,21.707190542997203,2.5935069897754004,0,2025-12-18 07:34:39,1,8.34,High,0
TCK-202509136,ACC-64119,SMB,South East,email,Payments,service_outage,High,2025-12-25 06:26:00,Thursday,6,52.0,3009.81,1,-0.215,The user cannot complete a workflow in Payments. Error appears during service outage. escalate.,95,1,0,12.0,Oliver,18,2.262978027365489,164.59061161287178,0,2025-12-25 22:02:16,0,15.6,High,0
TCK-202509137,ACC-18492,Public Sector,South East,chat,Workflow Automation,how_to,Critical,2025-10-21 09:00:00,Tuesday,9,56.0,73006.39,5,-0.471,Ticket raised through support queue for Workflow Automation; customer notes how to and asks for next steps.,107,0,0,54.0,Leo,19,1.8227817949690055,623.5287503367493,0,2025-10-22 15:48:38,1,30.81,Critical,1
TCK-202509138,ACC-64738,SMB,East Midlands,email,Mobile App,refund_request,High,2025-09-19 22:37:00,Friday,22,16.0,27937.63,2,-0.367,Customer reports refund request in Mobile App. They need help because payment processing is blocked.,100,0,0,23.0,Ava,14,2.364992851266178,157.1562942551614,0,2025-09-20 13:07:05,1,14.5,High,0
TCK-202509139,ACC-75063,Mid-Market,South East,email,Account Access,data_quality,High,2025-10-28 18:03:00,Tuesday,18,52.0,11287.97,2,0.757,Client asks for urgent support regarding data quality; impact: the issue affects only one user. escalate.,105,1,0,24.0,Muhammad,16,2.2811550670057605,972.4954729738532,0,2025-10-29 22:59:33,1,28.94,High,1
TCK-202509140,ACC-75291,Mid-Market,Scotland,phone,Billing,bug,High,2025-10-28 00:27:00,Tuesday,0,16.0,15416.52,1,0.068,Customer reports bug in Billing. They need help because several end users are affected. escalate.,97,1,0,21.0,Amelia,1,5.69322493134726,936.10250448112,0,2025-10-28 17:53:57,0,17.45,High,0
TCK-202509141,ACC-96009,Enterprise,Scotland,partner portal,Account Access,bug,Medium,2025-10-11 17:16:00,Saturday,17,20.0,20679.94,0,0.289,Client asks for urgent support regarding bug; impact: an integration partner is blocked.,88,0,0,16.0,Leo,17,1.4727758337855077,286.3842726987563,0,2025-10-12 10:22:09,0,17.1,Medium,0
TCK-202509142,ACC-71368,Mid-Market,West Midlands,web,Billing,performance,High,2026-01-05 13:27:00,Monday,13,19.0,9676.57,1,0.527,Client asks for urgent support regarding performance; impact: several end users are affected.,93,0,0,40.0,Amelia,40,14.788096006028994,691.0250530951756,0,2026-01-06 05:07:03,0,15.67,High,0
TCK-202509143,ACC-20216,Public Sector,Yorkshire,chat,Payments,access_request,Critical,2025-12-09 13:25:00,Tuesday,13,22.0,44932.05,1,-0.207,Ticket raised through support queue for Payments; customer notes access request and asks for next steps.,104,0,0,31.0,George,12,35.363436650510046,479.9118836735518,0,2025-12-10 13:19:36,1,23.91,Critical,1
TCK-202509144,ACC-64074,SMB,East Midlands,phone,Workflow Automation,billing_query,Low,2025-10-21 05:26:00,Tuesday,5,12.0,6524.67,2,1.0,Account team escalated a customer case connected to Workflow Automation. Main issue: billing query.,99,0,0,16.0,Noah,36,16.283977156901262,496.88028071926266,1,2025-10-21 21:55:22,0,16.49,Low,0
TCK-202509145,ACC-99825,Enterprise,West Midlands,email,Account Access,billing_query,Low,2026-02-06 11:33:00,Friday,11,19.0,171111.95,8,-0.088,Ticket raised through support queue for Account Access; customer notes billing query and asks for next steps.,109,0,0,44.0,Isla,1,10.246466831849974,243.0343469410526,0,2026-02-08 01:26:00,0,37.88,Low,0
TCK-202509146,ACC-88227,Mid-Market,South East,email,Api Integration,bug,High,2025-12-16 06:43:00,Tuesday,6,0.0,7286.53,1,-0.352,Client asks for urgent support regarding bug; impact: the issue affects only one user. deadline.,96,1,0,42.0,Sophie,5,42.7886971344413,595.0848846520678,0,2025-12-18 03:02:20,1,44.32,High,1
